Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population_revised,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,Noquals,NEET,HESA,drive_petrol,drive_GP,drive_PO,drive_primary,drive_retail,drive_secondary,PT_GP,PT_Post,PT_retail,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate
S01008637,Merchiston and Greenhill,City of Edinburgh,733,491,0.03,25,0.02,10,45,21,0,67,0.12,0.02,56,0.92,6.5,24,0,0.09,2,1.2,1.4,1.1,1.7,2.4,3.3,4.3,4.8,8,109,89,17,0.13,0.03
S01008638,Bruntsfield,City of Edinburgh,876,591,0.09,80,0.03,20,75,45,0,109,0.15,0.03,81,0.92,6,36,0,0.03,1.1,1.6,1.3,2,2.5,2.4,5.2,3.5,6.8,5,57,163,12,0.2,0.02
S01008639,Bruntsfield,City of Edinburgh,925,753,0.05,45,0.05,40,50,149,201,72,0.12,0.07,60,0.91,6.3,26,0.05,0.07,1.9,2,1.6,2.3,2.6,1.9,4.9,4.5,8.1,16,173,143,39,0.17,0.05
S01008640,Bruntsfield,City of Edinburgh,829,698,0.02,15,0.02,10,25,27,0,39,0.11,0.04,46,0.92,6.1,15,0,0.03,1.4,1.4,0.9,1.6,1.8,1.7,4.2,2.7,5.6,12,145,135,17,0.17,0.02
S01008641,Bruntsfield,City of Edinburgh,886,785,0.01,10,0.01,10,15,26,0,66,0.09,0.02,41,1,6.7,15,0,0.22,1.5,0.9,0.7,0.9,0.9,2,2.6,2,2.2,9,102,192,27,0.23,0.03
S01008642,Bruntsfield,City of Edinburgh,933,736,0.02,20,0.02,10,20,28,21,44,0.09,0,50,0.94,6.2,11,0,0.05,2,1.5,1.2,1.1,1.7,2.6,4.3,3.7,5.1,10,107,160,28,0.17,0.03
S01008643,Bruntsfield,City of Edinburgh,704,537,0.04,25,0.03,20,35,21,0,62,0.09,0,39,0.95,6.5,23,0.04,0.13,2.4,1.7,1.6,1.6,2.2,2.2,5.2,4.8,7.3,5,71,96,28,0.14,0.04
S01008644,Bruntsfield,City of Edinburgh,734,576,0.08,60,0.05,30,75,35,0,59,0.12,0.09,63,0.92,6.6,22,0,0.04,2.3,1.6,1.7,2.7,3.1,3.2,4.2,5.3,10.3,11,150,150,36,0.2,0.05
S01008645,Polwarth,City of Edinburgh,802,636,0.05,40,0.02,10,25,7,0,71,0.08,0,57,0.88,5.8,31,0,0.02,2,0.6,1.4,2.2,3,3.3,1.9,5,10.2,5,62,171,15,0.21,0.02
S01008646,Polwarth,City of Edinburgh,891,710,0.04,40,0.03,25,45,65,65,54,0.1,0.06,48,0.91,6.4,35,0,0.06,2.3,1.2,1.7,2.2,3.5,3.6,4.4,5.7,11.6,9,101,152,62,0.19,0.08
S01008647,Polwarth,City of Edinburgh,611,526,0.05,30,0.04,20,35,70,0,37,0.12,0.06,48,0.9,6.3,25,0.07,0.04,1.9,1.3,1.7,1.9,3.5,2.4,5.4,4.8,9.3,9,147,99,48,0.17,0.08
S01008648,Polwarth,City of Edinburgh,554,461,0.06,35,0.07,30,50,95,123,112,0.12,0.12,66,0.86,5.5,67,0,0.02,1,1.1,1,1.3,2.8,2.2,3.8,2.9,7.2,9,163,148,39,0.24,0.06
S01008649,Polwarth,City of Edinburgh,939,806,0.08,70,0.07,50,80,84,34,163,0.18,0.11,65,0.88,6.6,41,0.03,0.03,1.7,2,1.2,2.1,3.5,3.3,7.7,3.9,11.1,12,128,298,119,0.35,0.14
S01008650,Polwarth,City of Edinburgh,756,682,0.07,50,0.08,55,90,53,103,102,0.16,0.02,66,0.86,4.6,47,0,0.04,1.3,1.3,0.8,1.7,3,3,5.3,2.4,9.4,29,384,291,118,0.4,0.16
S01008651,Dalry and Fountainbridge,City of Edinburgh,1268,1205,0.07,95,0.07,85,85,150,200,100,0.13,0.08,75,0.7,4.5,74,0.01,0.06,1.9,1.8,1.4,2.2,2.7,3.2,4.9,3.7,7.2,53,418,284,68,0.41,0.1
S01008652,Dalry and Fountainbridge,City of Edinburgh,552,481,0.15,80,0.17,85,140,134,172,101,0.2,0.06,69,0.94,4,86,0,0.05,1.3,1.6,0.8,1.6,3,2.9,5.4,2.5,7.5,42,761,258,98,0.46,0.17
S01008653,Dalry and Fountainbridge,City of Edinburgh,765,655,0.14,110,0.1,65,130,95,93,102,0.15,0.04,81,0.75,5.1,94,0.07,0.01,0.8,1.7,1.2,0.8,2.3,2.7,3.7,4.1,5,31,405,257,60,0.38,0.09
S01008654,Dalry and Fountainbridge,City of Edinburgh,958,873,0.09,85,0.12,105,115,86,63,130,0.16,0.02,72,0.88,2.5,56,0.07,0.01,1.2,2.1,0.8,1.1,1.8,3.1,4.9,2.3,4.9,27,282,361,128,0.39,0.14
S01008655,Dalry and Fountainbridge,City of Edinburgh,801,695,0.08,65,0.08,55,115,69,20,119,0.12,0.13,66,0.76,4.8,52,0.07,0.01,1.5,2.2,0.9,1.3,1.8,3.1,5.6,2.7,4.9,42,525,225,46,0.28,0.06
S01008656,Dalry and Fountainbridge,City of Edinburgh,652,570,0.17,110,0.18,105,165,121,262,133,0.19,0.05,107,0.74,5.8,95,0.14,0.03,1.5,2.4,0.7,1.3,1.6,3.3,6.1,2.2,5,13,199,310,83,0.48,0.13
S01008657,Dalry and Fountainbridge,City of Edinburgh,780,658,0.1,80,0.11,70,115,54,122,109,0.15,0,78,0.75,5.3,59,0.02,0,1.9,2.2,1.2,2.3,1.7,3.8,7,4.3,5.1,20,257,78,43,0.12,0.06
S01008658,Dalry and Fountainbridge,City of Edinburgh,1370,1218,0.1,135,0.1,120,120,113,145,85,0.14,0,81,0.86,5.5,79,0.05,0.16,2.3,1.7,1.8,2.3,2.5,3.6,7.4,7,7.6,26,190,244,74,0.27,0.08
S01008659,Tollcross,City of Edinburgh,672,579,0.1,65,0.09,50,105,187,183,77,0.16,0.03,94,0.81,4.7,74,0.07,0.03,2.2,1.4,1.4,2.2,1.8,3.4,4.8,4.4,4.3,42,625,269,44,0.33,0.05
S01008660,Tollcross,City of Edinburgh,925,834,0.03,25,0.03,30,40,70,38,68,0.1,0,60,0.73,5.8,37,0,0.1,2.8,1.9,1.8,2.5,2,3.3,6.1,4.7,5.6,180,1947,275,26,0.29,0.03
S01008661,Tollcross,City of Edinburgh,1058,932,0.08,85,0.07,65,90,79,81,77,0.13,0.08,64,0.77,5.2,60,0.03,0.1,2.5,1.7,1.6,2.5,1.6,1.7,5.4,4.8,4.3,49,463,263,76,0.35,0.1
S01008662,Tollcross,City of Edinburgh,577,525,0.08,45,0.09,45,95,72,94,199,0.15,0,69,0.84,6,71,0.01,0.1,2,1.1,1.2,1.7,0.8,2,3.8,4,2.2,30,520,151,29,0.29,0.06
S01008663,Tollcross,City of Edinburgh,895,788,0.11,95,0.1,80,115,203,379,85,0.15,0.05,99,0.86,5,71,0.01,0.15,1.8,1,1,1.5,1.8,2,3.7,3.2,5.6,102,1140,292,76,0.35,0.09
S01008664,Tollcross,City of Edinburgh,719,641,0.07,50,0.07,45,80,65,76,102,0.14,0,60,0.69,5.1,41,0.02,0.04,1.3,0.9,0.8,1.7,2,2.6,2.9,2.2,5.5,24,334,165,66,0.23,0.09
S01008665,Tollcross,City of Edinburgh,1279,1136,0.08,95,0.07,75,90,102,126,75,0.12,0.02,63,0.75,4.8,52,0.01,0.11,1.5,1,0.8,1.3,1.9,2.3,3.4,2.7,6.3,53,415,303,72,0.32,0.08
S01008666,Meadows and Southside,City of Edinburgh,1048,940,0.02,20,0.02,15,35,18,21,118,0.09,0,43,0.86,6.1,15,0,0.06,0.9,1.1,1.1,1.8,2.2,2.6,2.9,2.8,5.4,12,115,258,38,0.34,0.05
S01008667,Meadows and Southside,City of Edinburgh,1000,866,0.05,45,0.04,30,55,43,121,49,0.12,0.03,51,0.79,6.1,19,0.02,0.15,2.3,1.4,1.6,2.3,2.3,1.5,5,5.4,7,40,400,162,25,0.22,0.03
S01008668,Meadows and Southside,City of Edinburgh,651,591,0.04,25,0.04,20,40,18,59,75,0.09,0,45,0.88,6,32,0,0.01,1.7,1.5,1,1.3,3.1,4.9,5.1,3.5,9.2,14,215,181,69,0.32,0.12
S01008669,Meadows and Southside,City of Edinburgh,532,488,0.01,5,0.01,5,20,39,0,75,0.08,0.1,50,0.77,0,37,0,0.18,1.9,1.2,1.2,0.9,3,5.1,4.1,3.4,9.2,22,414,201,7,0.35,0.01
S01008670,Meadows and Southside,City of Edinburgh,807,742,0.03,25,0.02,15,40,64,0,76,0.11,0.06,43,0.87,5.6,35,0,0.11,2.3,0.9,1.1,1.5,2.7,4.5,2.8,3.4,7.8,42,521,260,34,0.34,0.04
S01008671,Meadows and Southside,City of Edinburgh,718,669,0.05,35,0.04,25,55,97,55,126,0.12,0.05,54,0.73,7,56,0,0.27,2.6,1.1,0.8,1.6,2.5,4.3,3.9,2.4,7,24,334,246,52,0.33,0.07
S01008672,Meadows and Southside,City of Edinburgh,746,641,0.04,25,0.03,20,40,31,57,94,0.12,0.08,47,0.91,5.8,46,0.01,0.01,3.2,1,1,1.5,1.8,4.4,3.4,3.4,5,38,510,205,41,0.3,0.06
S01008673,Meadows and Southside,City of Edinburgh,1389,1198,0.06,85,0.06,75,75,90,16,125,0.12,0.02,64,0.8,5,40,0.01,0.07,3.5,2,1.6,2.5,3.1,2.6,6.7,5.7,9.1,159,1145,406,77,0.38,0.07
S01008674,"Old Town, Princes Street and Leith Street",City of Edinburgh,1067,994,0.06,65,0.06,60,75,91,127,111,0.12,0.03,61,0.61,4.3,58,0.03,0.18,3.8,0.9,1.1,3.3,2.9,2.6,2.9,3.3,6.8,243,2278,284,81,0.36,0.1
S01008675,"Old Town, Princes Street and Leith Street",City of Edinburgh,818,704,0.1,80,0.12,90,115,292,251,61,0.15,0.05,89,0.75,5.5,54,0.09,0.01,3.7,1.5,2.1,3.5,2.4,2.9,4.4,5.6,5.9,56,685,270,84,0.38,0.12
S01008676,"Old Town, Princes Street and Leith Street",City of Edinburgh,729,629,0.07,50,0.07,45,65,283,297,78,0.09,0.08,108,0.85,5.6,35,0,0.02,3.1,1.5,1.7,2.1,2.6,3.5,5.1,4.8,7.1,346,4748,114,28,0.17,0.04
S01008677,"Old Town, Princes Street and Leith Street",City of Edinburgh,856,784,0.08,65,0.09,75,90,162,242,119,0.11,0,87,0.87,4.7,66,0.1,0.01,4.9,2.2,1.5,1.6,3.5,4.7,6.5,3.7,8,568,6639,256,70,0.35,0.1
S01008678,"Old Town, Princes Street and Leith Street",City of Edinburgh,1338,1276,0.07,95,0.07,90,105,385,251,206,0.1,0.03,82,0.76,6.3,62,0.01,0.04,4.5,1.1,1.4,2.9,3.3,3.1,3.9,4.8,8.3,248,1854,253,47,0.35,0.07
S01008679,"Old Town, Princes Street and Leith Street",City of Edinburgh,1232,1094,0.17,205,0.19,205,205,195,537,105,0.14,0.04,100,0.88,6,95,0,0.13,4.8,1.4,0.9,1.8,3.1,4,5.1,2.9,8.9,304,2469,368,46,0.42,0.05
S01008680,"Canongate, Southside and Dumbiedykes",City of Edinburgh,646,567,0.08,55,0.08,45,100,80,231,67,0.14,0,67,0.72,5.5,90,0.02,0.14,3.2,0.7,1.1,2.4,2.5,3.3,2.1,3.2,7.1,76,1177,219,56,0.37,0.09
S01008681,"Canongate, Southside and Dumbiedykes",City of Edinburgh,1048,906,0.11,115,0.08,75,125,64,0,109,0.14,0.03,77,0.57,3.2,86,0.02,0.08,3.7,0.6,1.4,1.6,2,4.2,1.8,5.4,4.6,96,916,352,21,0.36,0.02
S01008682,"Canongate, Southside and Dumbiedykes",City of Edinburgh,817,705,0.08,70,0.09,60,110,82,24,81,0.13,0,71,0.76,4.7,64,0.03,0.02,3.7,1.3,1.6,1.7,2.4,5.4,4.5,5.3,6.6,39,478,260,48,0.33,0.06
S01008683,"Canongate, Southside and Dumbiedykes",City of Edinburgh,1656,1421,0.15,255,0.13,185,155,168,398,149,0.16,0,86,0.68,4.9,119,0.04,0.07,4.7,1.5,1.6,2.8,3,4.6,5.4,5.5,9.8,75,453,329,68,0.31,0.06
S01008684,"Canongate, Southside and Dumbiedykes",City of Edinburgh,995,758,0.2,195,0.19,140,155,249,265,110,0.19,0,85,0.74,4.8,128,0.05,0.01,5.2,2.4,1.4,3,3.9,5.4,8.6,4.3,12.8,74,744,221,62,0.24,0.07
S01008685,"Canongate, Southside and Dumbiedykes",City of Edinburgh,1119,960,0.16,175,0.15,150,180,260,248,93,0.19,0.03,114,0.62,4.3,99,0.03,0.06,4.8,2,1.6,1.5,3.7,5,7.1,4.8,10.9,80,715,157,46,0.2,0.06
S01008686,Abbeyhill,City of Edinburgh,970,688,0.19,180,0.17,120,155,89,200,127,0.19,0.02,114,0.7,5.5,98,0.04,0.05,4,1.8,1.8,1.6,3.1,5.5,5.5,5.8,8.1,41,423,228,73,0.24,0.08
S01008687,Abbeyhill,City of Edinburgh,667,594,0.07,50,0.07,40,60,67,66,120,0.1,0.06,58,0.54,2,40,0.18,0.06,4.2,2.7,2.7,2.7,3.7,6.6,8.1,9.5,10.5,17,255,208,110,0.32,0.17
S01008688,Abbeyhill,City of Edinburgh,964,754,0.1,90,0.08,65,60,20,18,50,0.15,0.04,50,0.76,4.1,51,0.17,0.06,3.6,2.5,2.5,2.4,3.5,6.5,7.6,9,10.1,13,135,181,80,0.22,0.1
S01008689,Meadowbank and Abbeyhill North,City of Edinburgh,895,717,0.07,65,0.06,45,75,94,39,67,0.12,0.06,80,0.82,5.5,37,0.09,0.01,4.2,1.2,0.9,1.7,2,4.6,4.3,2.5,4.5,58,648,207,120,0.24,0.14
S01008690,Meadowbank and Abbeyhill North,City of Edinburgh,949,782,0.07,70,0.06,45,60,105,89,62,0.13,0.05,60,0.73,6.3,45,0.05,0.07,3.9,2.2,2,2.3,1.8,5.7,5.9,5.7,3.4,20,211,193,78,0.19,0.08
S01008691,Meadowbank and Abbeyhill North,City of Edinburgh,1177,991,0.1,120,0.1,95,90,90,14,92,0.13,0.01,60,0.83,5.1,49,0.28,0.01,2.4,2.5,2.5,2.3,3,5.6,6.3,7.4,8.1,58,493,268,136,0.26,0.13
S01008692,Meadowbank and Abbeyhill North,City of Edinburgh,1120,890,0.07,75,0.08,70,70,98,127,28,0.16,0.02,60,0.76,5.7,67,0,0.07,2.4,2.8,2.5,2.3,2.8,5.3,6.4,7.6,7.2,43,384,159,46,0.25,0.07
S01008693,Meadowbank and Abbeyhill North,City of Edinburgh,475,288,0.06,25,0.06,15,60,105,144,62,0.16,0,84,0.89,5.3,81,0.07,0.05,2.1,2.6,2.2,1.6,3.5,5.5,8.5,8.7,9.8,9,190,38,6,0.08,0.01
S01008694,Willowbrae and Duddingston Village,City of Edinburgh,979,777,0.05,50,0.05,40,50,87,34,60,0.1,0.02,70,0.85,5.9,56,0.09,0.03,2.1,2.7,3,3.2,3.5,5.7,6,6.8,9.8,13,133,188,72,0.19,0.07
S01008695,Willowbrae and Duddingston Village,City of Edinburgh,750,541,0.07,55,0.06,30,65,35,0,116,0.11,0.04,81,0.85,4.5,41,0.07,0.04,1.3,1.8,2.1,2.2,3.9,4.7,4.5,4.9,9.2,14,187,83,23,0.12,0.03
S01008696,Willowbrae and Duddingston Village,City of Edinburgh,653,427,0.04,25,0.03,10,20,21,87,67,0.09,0,47,0.82,6.3,37,0.02,0.21,1.9,2.4,2.4,2.4,4.2,4.6,6.9,6.7,11,9,138,41,19,0.06,0.03
S01008697,Willowbrae and Duddingston Village,City of Edinburgh,1054,648,0.04,45,0.04,25,35,4,0,51,0.13,0.02,63,0.91,6,36,0,0.12,1.8,2.8,2,2,5.1,4.1,7.9,6.2,12.3,26,247,59,19,0.06,0.02
S01008698,Willowbrae and Duddingston Village,City of Edinburgh,504,313,0.09,45,0.05,15,85,27,0,65,0.13,0,77,0.84,5.3,40,0.03,0.12,1.2,2.6,1.3,1.8,4.5,3.2,6.7,4.5,11.7,10,199,27,0,0.05,0
S01008699,Willowbrae and Duddingston Village,City of Edinburgh,895,546,0.15,140,0.13,70,100,98,382,114,0.16,0,89,0.69,5.1,115,0.03,0.07,1.7,3.1,1.8,1.6,3.7,2.4,9.4,7.3,10.1,21,235,134,37,0.15,0.04
S01008700,Willowbrae and Duddingston Village,City of Edinburgh,513,301,0.02,10,0.03,10,40,71,137,79,0.11,0,62,0.92,5.8,60,0,0.22,2.4,3.8,2.2,2.3,3.4,2.4,11.3,8.6,9,16,312,30,18,0.05,0.03
S01008701,Craigmillar,City of Edinburgh,691,486,0.2,135,0.19,90,175,197,109,132,0.19,0.05,209,0.73,4.6,189,0.09,0.1,4.6,2.5,1.8,2.7,2.6,3.8,7.4,5.9,7.3,40,579,89,2,0.22,0.01
S01008702,Craigmillar,City of Edinburgh,626,487,0.17,105,0.11,55,120,62,0,96,0.13,0.07,67,0.72,5.7,119,0.16,0.04,4,2.1,1.4,2.6,1.3,2.9,5.5,4.5,3.7,43,687,213,20,0.36,0.03
S01008703,Craigmillar,City of Edinburgh,1054,706,0.35,370,0.25,180,215,136,456,221,0.21,0.07,150,0.65,4,201,0.09,0.06,4,2.3,1.5,2.5,1.7,3.4,5.4,4.5,5,65,617,185,20,0.19,0.02
S01008704,Craigmillar,City of Edinburgh,827,518,0.2,165,0.17,90,185,55,97,557,0.2,0,126,0.77,4.3,170,0.15,0.03,4.9,2,1.9,2.7,2.3,3,5.7,5.4,6.4,143,1730,122,8,0.17,0.01
S01008705,Craigmillar,City of Edinburgh,511,318,0.33,170,0.21,65,185,157,200,157,0.19,0.06,136,0.66,4.7,173,0.22,0.03,5,1.5,1.6,2.3,2.1,2.5,4.6,4.6,6.3,17,333,77,2,0.16,0
S01008706,Niddrie,City of Edinburgh,620,393,0.09,55,0.08,30,50,359,637,169,0.17,0.03,157,0.61,4.9,214,0.03,0.02,4.1,2.4,1.1,2,3.6,3.6,6.2,3.5,9,47,758,130,1,0.23,0
S01008707,Niddrie,City of Edinburgh,914,590,0.4,365,0.31,180,265,322,490,206,0.21,0.07,164,0.62,4.4,220,0.15,0.04,4.7,2.1,2.1,3.1,3.4,3.2,6.1,6.4,8.4,43,471,165,6,0.19,0.01
S01008708,Niddrie,City of Edinburgh,1005,620,0.3,300,0.32,200,205,600,818,237,0.26,0.03,157,0.61,4.3,184,0.2,0.02,5.2,2.4,2.6,3.3,3.7,3.3,6,6.5,8.3,38,378,137,40,0.16,0.05
S01008709,Niddrie,City of Edinburgh,763,481,0.24,185,0.21,100,215,70,143,190,0.18,0.04,135,0.66,4.6,231,0.13,0.04,4.2,2.6,1.6,3.5,3.8,3.7,7.1,5,9.9,21,275,174,13,0.23,0.02
S01008710,Niddrie,City of Edinburgh,437,277,0.73,320,0.53,145,520,175,104,232,0.2,0.06,140,0.63,4.9,181,0.31,0.04,4.8,3.1,1.6,2.9,4.4,4.3,7.5,3.9,10.3,34,778,133,4,0.27,0.01
S01008711,Niddrie,City of Edinburgh,695,419,0.34,235,0.22,90,180,206,82,136,0.22,0,127,0.65,4.5,200,0.19,0.04,2.5,2,2.2,4,3,4.7,6.7,7.1,10.1,26,374,129,12,0.18,0.02
S01008712,"Bingham, Magdalene and The Christians",City of Edinburgh,1113,615,0.34,380,0.36,220,210,362,616,174,0.3,0.08,152,0.58,4.1,211,0.16,0.02,2.9,1.7,2.5,3.2,4.4,4.1,4.7,7.5,11.7,83,746,217,10,0.21,0.01
S01008713,"Bingham, Magdalene and The Christians",City of Edinburgh,629,416,0.41,260,0.31,125,205,108,356,159,0.27,0.02,122,0.58,4.6,177,0.16,0.01,2.7,1.4,1.7,2.2,3.5,4.1,5.4,5.9,10.7,25,398,127,21,0.2,0.03
S01008714,"Bingham, Magdalene and The Christians",City of Edinburgh,569,369,0.21,120,0.23,85,150,260,234,101,0.18,0.04,119,0.68,4.7,142,0.13,0.05,2.7,1.5,1.3,2.1,3.2,3.8,5.3,4.6,10.1,29,510,88,22,0.16,0.04
S01008715,"Bingham, Magdalene and The Christians",City of Edinburgh,760,457,0.21,160,0.18,85,140,100,241,116,0.23,0.16,120,0.6,5.1,156,0.05,0.05,2.6,2.3,2.1,1.4,2.7,4.7,9.5,7.7,13,31,408,131,20,0.17,0.03
S01008716,"Bingham, Magdalene and The Christians",City of Edinburgh,533,309,0.24,130,0.18,55,155,57,60,81,0.24,0.06,94,0.71,4.6,154,0.1,0.03,3,2.7,2.1,2.3,3.1,4.3,12,7.9,14.2,13,244,77,5,0.14,0.01
S01008717,"Jewel, Brunstane and Newcraighall",City of Edinburgh,419,291,0.11,50,0.07,20,85,60,61,34,0.16,0.08,68,0.78,4.9,91,0,0.02,1.1,1.9,1.3,3.1,2.1,4.9,4.4,4.5,7.5,15,358,35,4,0.08,0.01
S01008718,"Jewel, Brunstane and Newcraighall",City of Edinburgh,517,343,0.08,40,0.06,20,80,81,0,59,0.15,0.15,95,0.65,5.2,101,0,0.09,1.5,1.6,1.8,3.5,2.6,4.5,4.5,5.4,8.7,21,406,71,20,0.14,0.04
S01008719,"Jewel, Brunstane and Newcraighall",City of Edinburgh,1034,671,0.11,110,0.06,40,80,61,53,86,0.15,0.07,94,0.7,4.9,121,0.09,0.04,3,2.5,2.4,4.1,2.5,4.9,7.2,7.1,8.5,18,174,111,23,0.11,0.02
S01008720,"Jewel, Brunstane and Newcraighall",City of Edinburgh,540,350,0.12,65,0.12,40,120,137,107,141,0.14,0.06,114,0.66,5.4,127,0,0.06,3.1,4,2.6,2.2,2.6,6.3,9.6,10.2,7,34,630,85,20,0.17,0.04
S01008721,"Jewel, Brunstane and Newcraighall",City of Edinburgh,828,581,0.03,20,0.03,20,45,34,66,56,0.13,0,65,0.85,5.9,54,0.02,0.11,3.5,4.4,3.2,3.4,3.7,6.1,17.9,15.6,19.1,14,169,44,5,0.05,0.01
S01008722,Joppa,City of Edinburgh,1044,550,0.07,75,0.07,40,95,83,37,74,0.16,0.05,89,0.88,5.9,51,0.02,0.18,2.4,3.3,3.1,3.4,3.1,6,8.9,8.1,8.1,15,144,50,16,0.05,0.02
S01008723,Joppa,City of Edinburgh,745,526,0.02,15,0.04,20,45,53,40,59,0.12,0.05,55,0.83,5.8,45,0.04,0.07,3,3.9,2.7,2.7,3.1,5.6,12.6,9.2,13.1,7,94,46,6,0.07,0.01
S01008724,Joppa,City of Edinburgh,1043,594,0.05,55,0.04,25,60,49,32,108,0.15,0,83,0.91,6,51,0.05,0.16,2.7,2.6,2.4,2.5,2.8,5.2,8.6,8.1,9.8,16,153,53,11,0.06,0.01
S01008725,Joppa,City of Edinburgh,762,479,0.06,45,0.07,35,65,133,41,77,0.14,0.04,89,0.89,5.9,53,0.03,0.17,3.4,2,3,3.6,2.8,5.3,5.3,7.2,7.4,27,354,66,24,0.09,0.03
S01008726,Joppa,City of Edinburgh,595,382,0,5,0.01,5,25,31,0,89,0.09,0,60,0.89,6.5,16,0.03,0.32,3.2,1.6,2.5,3,2.5,5,5.4,7.6,7.9,8,135,8,4,0.01,0.01
S01008727,Joppa,City of Edinburgh,1116,658,0.05,55,0.05,35,55,27,56,141,0.15,0.03,70,0.92,5.9,40,0.05,0.27,4.4,1.3,2.3,3.7,2.2,4.6,3.4,5.7,6,17,152,71,37,0.07,0.04
S01008728,Portobello,City of Edinburgh,568,352,0.18,105,0.14,50,115,99,99,100,0.15,0,99,0.7,5.1,95,0.11,0.06,4.5,1,1.6,3.1,1.5,4.2,3.2,4.6,4.9,16,282,105,14,0.19,0.03
S01008729,Portobello,City of Edinburgh,728,456,0.03,25,0.02,10,40,34,0,102,0.12,0,64,0.92,6.3,27,0.01,0.14,4.2,1.6,1.4,2.3,1.5,3.2,4.1,3.6,3.9,30,412,58,19,0.08,0.03
S01008730,Portobello,City of Edinburgh,803,597,0.13,105,0.09,55,85,108,50,73,0.15,0.06,74,0.82,5.2,61,0.14,0.16,4.8,1.8,1.2,2.2,1.6,4.1,5.5,3.8,4.5,16,199,150,72,0.19,0.09
S01008731,Portobello,City of Edinburgh,423,245,0.14,55,0.11,25,115,66,0,105,0.22,0.08,94,0.79,5.2,95,0.06,0.06,4.5,2.5,2.1,2.5,2.3,4.4,6,5.9,6.2,27,639,70,14,0.16,0.03
S01008732,Portobello,City of Edinburgh,610,401,0.18,105,0.17,70,135,102,206,109,0.15,0.03,97,0.68,6,87,0,0.03,4.2,2.1,1.7,2.3,2,4,4.4,4.6,4.9,15,246,166,35,0.27,0.06
S01008733,Portobello,City of Edinburgh,773,579,0.08,60,0.09,55,75,74,27,92,0.2,0.05,78,0.76,5.7,86,0.17,0.07,3.7,2.3,2.5,2.7,2.6,4.1,6.1,6.6,6.9,33,427,198,85,0.25,0.11
S01008734,Duddingston and Portobello South,City of Edinburgh,601,352,0.07,40,0.08,25,75,57,50,64,0.16,0.07,73,0.85,5.1,53,0.03,0.1,3,1.4,2.1,0.9,2.6,1.2,4.9,6.1,6.9,16,266,46,7,0.08,0.01
S01008735,Duddingston and Portobello South,City of Edinburgh,1009,601,0.02,20,0.03,20,45,34,34,67,0.11,0.13,66,0.91,6,45,0.01,0.16,2.8,1.2,1.2,1.8,3.3,2.6,4.5,4.3,9.4,36,357,36,3,0.04,0
S01008736,Duddingston and Portobello South,City of Edinburgh,749,432,0.07,50,0.06,25,60,39,47,92,0.12,0.04,80,0.85,6,73,0.02,0.15,2.2,1.2,1.3,2.3,3.8,3.1,3.8,4.4,10,26,347,44,7,0.06,0.01
S01008737,Duddingston and Portobello South,City of Edinburgh,831,471,0.02,20,0.03,15,45,23,44,49,0.13,0.04,72,0.9,6,44,0.03,0.12,1.9,2.4,1.7,1.4,4.3,2.8,6.2,5.2,10.3,17,205,54,6,0.07,0.01
S01008738,Duddingston and Portobello South,City of Edinburgh,828,433,0.03,25,0.02,10,40,6,0,97,0.11,0,54,0.92,5.7,56,0.04,0.09,2.1,1.5,1.9,1,3.4,1.9,5.5,6.4,8.9,26,314,28,0,0.04,0
S01008739,Mountcastle,City of Edinburgh,567,349,0.08,45,0.07,25,65,8,0,48,0.17,0.11,68,0.75,5.7,57,0.04,0.1,2.2,2.3,2,2,4.1,2.5,6,7.3,13.3,17,300,64,7,0.11,0.01
S01008740,Mountcastle,City of Edinburgh,545,313,0.03,20,0.03,10,30,42,0,46,0.11,0.07,71,0.81,5.3,74,0,0.05,2.7,2.3,2.7,2,4.4,2.7,7,8.8,14.4,10,184,38,14,0.07,0.03
S01008741,Mountcastle,City of Edinburgh,935,538,0.03,30,0.03,20,50,40,37,74,0.12,0,59,0.94,5.9,63,0.01,0.11,2.2,1.8,2.2,1.8,4.8,3.3,5,7.2,14.4,18,193,76,8,0.08,0.01
S01008742,Mountcastle,City of Edinburgh,503,271,0.1,50,0.08,20,80,67,127,73,0.19,0,115,0.95,5.8,79,0.09,0.06,1.7,0.9,1.3,1.3,4.6,4,2.5,3.8,10.5,38,756,27,15,0.06,0.03
S01008743,Northfield and Piershill,City of Edinburgh,900,562,0.17,155,0.1,60,90,196,132,95,0.15,0,124,0.62,4.5,110,0.12,0.04,1.1,2.3,1.1,2.1,4.5,3.3,6.4,3.7,11.8,63,700,153,34,0.17,0.04
S01008744,Northfield and Piershill,City of Edinburgh,1085,711,0.13,135,0.09,60,90,205,324,87,0.18,0,97,0.79,5.5,94,0.05,0.05,1.5,1.9,1.6,1.8,5,3.8,5.6,4.9,12.3,22,203,162,10,0.15,0.01
S01008745,Northfield and Piershill,City of Edinburgh,475,303,0.05,20,0.05,15,45,10,0,110,0.12,0,56,0.8,5.4,56,0.07,0.17,1.4,1.7,1.9,1.8,4.9,4.3,5,5.2,11,15,316,41,12,0.09,0.03
